Job_Roles,text,avg_exp,salary,locations,skills
Analyst,analyst kwalee bengaluru analyst data analysis excel agile silicon game statistics,2.5,Not disclosed,Bengaluru,"Analyst
Data analysis
Excel
Agile
M&A
Silicon
Gaming
Statistics"
Analyst,analyst spectrum consultants india pvt ltd bengaluru computer vision operations management data analysis data management project management analytical machine learn data visualization,7.5,Not disclosed,Bengaluru,"Computer vision
Operations management
Data analysis
Data management
Project management
Analytical
Machine learning
data visualization"
Data Scientist,data scientist sigma ally service private limit bengaluru data science predictive model neural network data analysis data mine machine learn deep learn,3.5,Not disclosed,Bengaluru,"Data Science
Predictive Modeling
R
Neural Networks
Data Analysis
Data Mining
Machine Learning
Deep Learning"
Analyst,analyst smartedge service pvt ltd bengaluru microstrategy hyperion informatica etl teradata data analytics sql,4.5,Not disclosed,Bengaluru,"Microstrategy
Hyperion
Informatica
ETL
Teradata
Data Analytics
SQL"
Analyst,analyst sisa infotech bengaluru global market data analysis sales cyber security information security data quality operations logistics,2.0,Not disclosed,Bengaluru,"Global marketing
Data analysis
Sales
cyber security
Information security
Data quality
Operations
Logistics"
Analyst,analyst kwalee ltd bengaluru communication skills excel data analysis dashboards statistics game development,4.5,Not disclosed,Bengaluru,"Communication Skills
Excel
Data Analysis
Dashboards
Statistics
Game Development"
Analyst,analyst target corporation india pvt ltd bengaluru qualitative research computer science data analysis excel media strategy trend analysis digital market adobe,4.0,Not disclosed,Bengaluru,"Qualitative research
Computer science
Data analysis
Excel
Media strategy
Trend analysis
Digital marketing
Adobe"
Software Engineer,software engineer well fargo india solutions pvt ltd bengaluru computer science data analysis automation data management analytical market research data quality informatica,4.5,Not disclosed,Bengaluru,"Computer science
Data analysis
Automation
Data management
Analytical
Market research
Data quality
Informatica"
Software Engineer,software engineer well fargo india solutions pvt ltd bengaluru vmware maven automation linux json scrum windows selenium,4.5,Not disclosed,Bengaluru,"VMware
Maven
Automation
Linux
JSON
Scrum
Windows
Selenium"
Manager,manager simplilearn solutions private limit bengaluru product analysis analytics,8.0,Not disclosed,Bengaluru,"Product Analysis
Analytics"
Analyst,analyst glove gandhinagar predictive model data science logistic regression linear regression statistical model data analysis data visualization data mine,8.0,Not disclosed,Gandhinagar,"Predictive Modeling
Data Science
Logistic Regression
Linear Regression
Statistical Modeling
Data Analysis
Data Visualization
Data Mining"
Machine Learning Engineer,machine learn engineer hiresome bengaluru noida yolo image classification artificial intelligence object detection numpy machine learn deep learn panda,6.5,2750000 - 3500000 ,"Bengaluru, Noida","yolo
image classification
Artificial Intelligence
object detection
numpy
Machine Learning
Deep Learning
Panda"
Analyst,analyst genpact india private limit bengaluru supply chain analytics supply chain management model life sciences inventory management demand plan cpg scm,8.5,Not disclosed,Bengaluru,"Supply Chain Analytics
Supply Chain Management
Modeling
Life Sciences
Inventory Management
Demand Planning
Cpg
SCM"
Machine Learning Engineer,machine learn engineer cargill business service india private limit bengaluru algorithms nlp statistical analysis machine learn,4.5,Not disclosed,Bengaluru,"algorithms
NLP
statistical analysis
Machine Learning"
Manager,manager myntra design pvt ltd bengaluru java algorithms solr web technologies mysql javascript redis node,4.0,Not disclosed,Bengaluru,"Java
Algorithms
Solr
Web Technologies
MySQL
Javascript
Redis
Node.Js"
Manager,manager myntra design pvt ltd bengaluru java solr web technologies mysql javascript redis node,4.0,Not disclosed,Bengaluru,"Java
Solr
Web Technologies
MySQL
Javascript
Redis
Node.Js
J2Ee"
Software Engineer,software engineer myntra design pvt ltd bengaluru java algorithms nosql buy web technologies javascript merchandise,4.5,Not disclosed,Bengaluru,"Java
Algorithms
NoSQL
Buying
Web Technologies
Javascript
J2Ee
Merchandising"
Machine Learning Engineer,machine learn engineer globalfoundries engineer private limit bengaluru pytorch tensorflow matplotlib scipy keras machine learn deep learn numpy,5.0,Not disclosed,Bengaluru,"Pytorch
Tensorflow
Matplotlib
Scipy
Keras
Machine Learning
Deep Learning
Numpy"
Analyst,analyst udaan com bengaluru data analysis interpersonal skills business analysis finance data analytics management principal python,2.5,Not disclosed,Bengaluru,"Data analysis
Interpersonal skills
Business analysis
Finance
Data analytics
Management
Principal
Python"
Analyst,analyst global talent pool bengaluru computer science analyst data analysis medical image pharma manager technology database biomedical,2.5,Not disclosed,Bengaluru,"Computer science
Analyst
Data analysis
Medical imaging
Pharma
Manager Technology
Database
biomedical"
Analyst,analyst rts systems pvt limit mohali computer science analyst data analysis medical image pharma manager technology database biomedical,5.5,500000 - 1000000 ,Mohali,"Computer science
Analyst
Data analysis
Medical imaging
Pharma
Manager Technology
Database
biomedical"
Analyst,analyst globalfoundries engineer private limit bengaluru incident response email security cyber security network security network vulnerability management data loss prevention bluecoat,3.5,Not disclosed,Bengaluru,"Incident Response
Email Security
Cyber Security
Network Security
IP Networking
Vulnerability Management
Data Loss Prevention
Bluecoat"
Analyst,analyst isg novasoft technologies limit bengaluru analytical skills sub data analysis process associate analyst processor mortgage write communication,3.5,Not disclosed,Bengaluru,"Analytical skills
SUB
Data analysis
process
Associate Analyst
Processor
Mortgage
Written communication"
Analyst,analyst sisa infotech bengaluru global market excel sales representative information security data quality data integrity rfp forecast,1.5,Not disclosed,Bengaluru,"Global marketing
Excel
Sales Representative
Information security
Data quality
data integrity
RFP
Forecasting"
Analyst,analyst xome bengaluru outbound payroll data analysis production support enterprise integration xml xslt customer service,2.5,Not disclosed,Bengaluru,"Outbound
Payroll
Data analysis
Production support
Enterprise integration
XML
XSLT
Customer service"
Analyst,analyst execboardinasia bengaluru train sales sales operations corporate governance sfdc process documentation data governance sales operations analyst,7.5,Not disclosed,Bengaluru,"Training
Sales
Sales operations
Corporate governance
SFDC
Process documentation
data governance
Sales Operations Analyst"
Analyst,analyst isg novasoft technologies limit bengaluru analytical skills red data analysis associate analyst mortgage legal customer service,4.5,Not disclosed,Bengaluru,"Analytical skills
RED
Data analysis
Associate Analyst
Mortgage
Legal
Customer service"
Analyst,analyst arient solutions chennai service data analysis development test technical design design development power business intelligence software implementation,9.5,Not disclosed,Chennai,"IT services
Data analysis
development testing
Technical design
Design development
power bi
Business intelligence
Software implementation"
Analyst,analyst wpp bengaluru service service management data cleanse automation service level analytical ssis analytics,4.0,Not disclosed,Bengaluru,"IT services
Service management
data cleansing
Automation
Service level
Analytical
SSIS
Analytics"
Analyst,analyst sisa infotech bengaluru computer science data analysis pdf network information security soc network security siem,2.0,Not disclosed,Bengaluru,"Computer science
Data analysis
PDF
Networking
Information security
SOC
Network security
SIEM"
Analyst,analyst paktolus solutions bengaluru parquet sql query hive hadoop data quality assurance mongodb spark store procedures,3.5,Not disclosed,Bengaluru,"Parquet
SQL queries
Hive
Hadoop
data quality assurance
MongoDB
Spark
Stored procedures"
